CH4,CO2,CO,Health Effect
2.7,18201,2296,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.4,3050,380,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.4,4584,1144,Loss of consciousness after 1 hour of exposure.
2.1,2955,1274,Loss of consciousness after 1 hour of exposure.
2.2,2169,559,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,15786,878,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2.1,10615,2029,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.3,42199,1514,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.5,24627,791,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2.6,3007,669,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.6,2413,117,Slight headache after 1-2 hours.
2.7,4542,1170,Loss of consciousness after 1 hour of exposure.
2.8,3273,1216,Loss of consciousness after 1 hour of exposure.
2.9,20270,2529,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
3.5,2175,409,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
4.3,38630,2754,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
3.7,3237,1216,Loss of consciousness after 1 hour of exposure.
2.2,44359,1950,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,29460,2134,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.3,3107,1241,Loss of consciousness after 1 hour of exposure.
2.7,2754,1076,Loss of consciousness after 1 hour of exposure.
2.8,44138,2711,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.3,30097,2336,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.2,14963,759,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2.3,2439,488,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.5,4885,1376,Loss of consciousness after 1 hour of exposure.
2.1,3445,174,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2.1,4300,1145,Loss of consciousness after 1 hour of exposure.
2,37783,1508,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3025,526,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,46557,1949,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,3364,681,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.1,5906,2559,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,19050,2406,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,1239,113,Slight headache after 1-2 hours.
2,7840,1724,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4344,997,Loss of consciousness after 1 hour of exposure.
2.1,3534,679,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,30193,1587,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,28616,2067,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,3491,501,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2.1,28988,2538,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4120,985,Loss of consciousness after 1 hour of exposure.
2,1107,108,Slight headache after 1-2 hours.
2,9379,2317,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,17878,2203,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,1632,98,Slight headache after 1-2 hours.
2,29171,2251,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2556,599,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,29958,2977,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,3603,270,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2,3816,1107,Loss of consciousness after 1 hour of exposure.
2,17624,1553,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,13786,1432,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,33228,2368,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,36105,2141,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,28516,1877,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3403,989,Loss of consciousness after 1 hour of exposure.
2,49035,2106,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,22515,2128,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,31263,2391,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,17083,2885,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,9432,1730,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,35118,1486,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,7735,2921,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,4068,947,Loss of consciousness after 1 hour of exposure.
2,33636,1944,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2642,1159,Loss of consciousness after 1 hour of exposure.
2,20871,2891,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,3537,904,Loss of consciousness after 1 hour of exposure.
2,2761,1246,Loss of consciousness after 1 hour of exposure.
2,21164,2942,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,12124,2756,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,14181,2295,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,13703,2411,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
1.9,3518,1151,Loss of consciousness after 1 hour of exposure.
1.9,4717,1220,Loss of consciousness after 1 hour of exposure.
2,26128,2481,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3055,582,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,41672,2583,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2878,946,Loss of consciousness after 1 hour of exposure.
2,32347,2943,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,41572,840,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2,24797,2693,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,42839,2979,"Headache, nausea, and dizziness after 5-10 minutes; collapse and unconsciousness after 30 minutes of exposure.
Death within 1 hour."
2,8536,1798,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,43427,2012,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4192,291,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2,4353,210,"Dizziness, naseau, fagitue, headache after 2-3 hours of exposure."
2,41536,822,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2.1,19834,1652,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,22826,1485,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,20735,1999,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2.1,9535,1953,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,27261,2084,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4182,1356,Loss of consciousness after 1 hour of exposure.
2,4033,1251,Loss of consciousness after 1 hour of exposure.
2,27905,1415,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,18203,716,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2,2021,38,Possible health effects with long-term exposure.
2,8524,2087,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,45415,2223,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,46759,706,"Headache, nausea, and dizziness after 45 minutes; collapse and unconsciousness after 1 hour of exposure.
Death within 2-3 hours."
2,46342,1815,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,15629,1505,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,47256,1596,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,2309,434,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,26931,2150,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,41227,1443,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4559,1327,Loss of consciousness after 1 hour of exposure.
2,4579,1092,Loss of consciousness after 1 hour of exposure.
2,3782,505,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,3115,690,"Headache and nausea after 1-2 hours of exposure.
Life threatening in 3 hours."
2,5660,2388,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,18955,1647,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4521,920,Loss of consciousness after 1 hour of exposure.
2,35678,2070,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,43497,2175,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,26772,2749,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4255,1374,Loss of consciousness after 1 hour of exposure.
2,33021,2699,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,48782,2651,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,4282,1395,Loss of consciousness after 1 hour of exposure.
2,12926,1709,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,21054,2747,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,33393,2533,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,14576,1886,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,3658,1397,Loss of consciousness after 1 hour of exposure.
2,2768,1035,Loss of consciousness after 1 hour of exposure.
2,5408,1829,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
2,38051,2630,"Headache, nausea, and dizziness after 20 minutes of exposure.
Death within 1-2 hours."
50,63070,12636,Death within 1-3 minutes of exposure.
49,75725,12610,Death within 1-3 minutes of exposure.
33,69754,13207,Death within 1-3 minutes of exposure.
39,60917,12238,Death within 1-3 minutes of exposure.
41,74143,13817,Death within 1-3 minutes of exposure.
31,77028,12475,Death within 1-3 minutes of exposure.
47,65803,12036,Death within 1-3 minutes of exposure.
38,69488,12732,Death within 1-3 minutes of exposure.
45,60614,12933,Death within 1-3 minutes of exposure.
41,78177,12855,Death within 1-3 minutes of exposure.
48,76720,13099,Death within 1-3 minutes of exposure.
47,70561,12964,Death within 1-3 minutes of exposure.
44,63969,13186,Death within 1-3 minutes of exposure.
48,76928,12207,Death within 1-3 minutes of exposure.
47,65768,12038,Death within 1-3 minutes of exposure.
32,79524,12208,Death within 1-3 minutes of exposure.
33,75005,12677,Death within 1-3 minutes of exposure.
37,62351,13329,Death within 1-3 minutes of exposure.
42,60734,13711,Death within 1-3 minutes of exposure.
38,66297,13829,Death within 1-3 minutes of exposure.
33,70382,13299,Death within 1-3 minutes of exposure.
45,78502,12450,Death within 1-3 minutes of exposure.
47,71781,12760,Death within 1-3 minutes of exposure.
49,68154,13178,Death within 1-3 minutes of exposure.
30,73128,12112,Death within 1-3 minutes of exposure.
31,63656,12964,Death within 1-3 minutes of exposure.
34,61179,13705,Death within 1-3 minutes of exposure.
33,65858,13921,Death within 1-3 minutes of exposure.
43,72965,12395,Death within 1-3 minutes of exposure.
50,64132,13956,Death within 1-3 minutes of exposure.
47,74694,13853,Death within 1-3 minutes of exposure.
42,64224,13532,Death within 1-3 minutes of exposure.
39,77667,13398,Death within 1-3 minutes of exposure.
31,71648,13245,Death within 1-3 minutes of exposure.
45,69641,13798,Death within 1-3 minutes of exposure.
37,77004,12576,Death within 1-3 minutes of exposure.
31,63851,13586,Death within 1-3 minutes of exposure.
38,68753,12521,Death within 1-3 minutes of exposure.
50,78655,13178,Death within 1-3 minutes of exposure.
42,73469,13087,Death within 1-3 minutes of exposure.
49,60641,12328,Death within 1-3 minutes of exposure.
40,64156,13122,Death within 1-3 minutes of exposure.
49,68931,12274,Death within 1-3 minutes of exposure.
31,70697,13111,Death within 1-3 minutes of exposure.
50,62069,12064,Death within 1-3 minutes of exposure.
38,68890,13733,Death within 1-3 minutes of exposure.
47,74718,12906,Death within 1-3 minutes of exposure.
35,67772,13543,Death within 1-3 minutes of exposure.
